date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:30:05	85777/85777	------	200	untouched ('OK')	text/css	date:Mon,%2024%20Feb%202025%2012:17:20%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/css/woocommerce04d4.css	(from https://mlgfix.com/)
03:30:05	3287/3287	------	200	untouched ('OK')	text/css	date:Tue,%2020%20Oct%202020%2022:38:50%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min.css?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min04d4.css	(from https://mlgfix.com/)
03:30:05	2279/2279	------	200	untouched ('OK')	text/css	date:Mon,%2023%20Sep%202024%2015:44:04%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/brands.css?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/css/brands04d4.css	(from https://mlgfix.com/)
03:30:05	9636/9636	------	200	untouched ('')	text/javascript	date:Tue,%2018%20Jul%202023%2018:53:36%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min4a91.js	(from https://mlgfix.com/)
03:30:05	1720/1720	------	200	untouched ('')	text/javascript	date:Tue,%2027%20Feb%202024%2013:59:46%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min73a9.js	(from https://mlgfix.com/)
03:30:05	2673/2673	------	200	untouched ('')	text/javascript	date:Tue,%2018%20Jul%202023%2018:53:36%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/zoom/jquery.zoom.min.js?ver=1.7.21-wc.9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/zoom/jquery.zoom.min0208.js	(from https://mlgfix.com/)
03:30:05	31626/31626	------	200	untouched ('')	text/javascript	date:Tue,%2018%20Jul%202023%2018:53:36%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min.js?ver=4.1.1-wc.9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min9799.js	(from https://mlgfix.com/)
03:30:05	9347/9347	------	200	untouched ('')	text/javascript	date:Tue,%2021%20Jan%202025%2013:53:44%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min.js?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min04d4.js	(from https://mlgfix.com/)
03:30:05	1447467/1447467	------	200	untouched ('')	application/json	date:Mon,%2024%20Mar%202025%2002:55:40%20GMT	https://mlgfix.com/wp-json/	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-json/index.html	(from https://mlgfix.com/)
03:30:05	9274/9274	------	200	untouched ('')	application/json	date:Mon,%2024%20Mar%202025%2002:55:39%20GMT	https://mlgfix.com/wp-json/wp/v2/pages/8	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-json/wp/v2/pages/8.json	(from https://mlgfix.com/)
03:30:05	775/775	------	200	untouched ('')	text/xml	date:Mon,%2024%20Mar%202025%2002:55:40%20GMT	https://mlgfix.com/xmlrpc.php?rsd	/Users/devicecare/Desktop/static-site/mlgfix.com/xmlrpc0db0.php	(from https://mlgfix.com/)
03:30:05	2442/2442	------	200	untouched ('')	application/json	date:Mon,%2024%20Mar%202025%2002:55:41%20GMT	https://mlgfix.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmlgfix.com%2F	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-json/oembed/1.0/embed5b30.json	(from https://mlgfix.com/)
03:30:05	2652/2652	------	200	untouched ('')	text/xml	date:Mon,%2024%20Mar%202025%2002:55:42%20GMT	https://mlgfix.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmlgfix.com%2F&format=xml	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-json/oembed/1.0/embed47af	(from https://mlgfix.com/)
03:30:05	8536/8536	------	200	untouched ('OK')	text/css	date:Sat,%2022%20Mar%202025%2009:21:32%20GMT	http://mlgfix.com/wp-content/uploads/oxygen/css/57.css?cache=1742635292&ver=6.7.2	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/oxygen/css/57f347.css	(from https://mlgfix.com/)
03:30:05	5177/5177	------	200	untouched ('Partial%20Content')	text/css	date:Mon,%2017%20Mar%202025%2015:48:38%20GMT	http://mlgfix.com/wp-content/uploads/oxygen/css/8.css?cache=1742226518&ver=6.7.2	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/oxygen/css/848c5.css	(from https://mlgfix.com/)
03:30:05	130737/130737	------	200	untouched ('Partial%20Content')	text/css	date:Sat,%2022%20Mar%202025%2009:21:32%20GMT	http://mlgfix.com/wp-content/uploads/oxygen/css/universal.css?cache=1742635292&ver=6.7.2	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/oxygen/css/universalf347.css	(from https://mlgfix.com/)
03:30:05	20545/20545	------	200	untouched ('')	image/avif	date:Sat,%2014%20Sep%202024%2010:33:40%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/MLG-Logo.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/MLG-Logo.avif	(from https://mlgfix.com/)
03:30:05	90378/90378	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/macbook-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/macbook-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:05	91578/91578	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/iphone-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/iphone-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:05	93494/93494	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:52%20GMT	https://mlgfix.com/apple-watch-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/apple-watch-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:05	46404/46404	---M--	200	added ('OK')	image/avif	date:Sat,%2014%20Sep%202024%2010:50:29%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/title.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/title.avif	(from https://mlgfix.com/)
03:30:06	18154/18154	---M--	200	added ('OK')	image/avif	date:Thu,%2012%20Sep%202024%2019:29:20%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/watch-2.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/watch-2.avif	(from https://mlgfix.com/)
03:30:07	6385/6385	---M--	200	added ('OK')	image/avif	date:Tue,%2010%20Sep%202024%2015:05:58%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/3dsx.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/3dsx.avif	(from https://mlgfix.com/)
03:30:08	8215/8215	---M--	200	added ('OK')	image/avif	date:Wed,%2011%20Sep%202024%2008:56:31%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/pspor.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/pspor.avif	(from https://mlgfix.com/)
03:30:09	25041/25041	---M--	200	added ('OK')	image/avif	date:Sat,%2007%20Sep%202024%2021:50:54%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/slim.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/slim.avif	(from https://mlgfix.com/)
03:30:10	41314/41314	---M--	200	added ('OK')	image/avif	date:Sat,%2007%20Sep%202024%2013:05:16%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/sd.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/sd.avif	(from https://mlgfix.com/)
03:30:11	11517/11517	---M--	200	added ('OK')	image/avif	date:Sun,%2008%20Sep%202024%2023:11:13%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/ps4.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/ps4.avif	(from https://mlgfix.com/)
03:30:12	64981/64981	---M--	200	added ('OK')	image/avif	date:Mon,%2009%20Sep%202024%2000:19:03%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/rg.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/rg.avif	(from https://mlgfix.com/)
03:30:13	12942/12942	---MCZ	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2020:17:00%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks2656.css	(from https://mlgfix.com/)
03:30:14	9523/9523	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2011%20Mar%202025%2019:13:58%20GMT	https://mlgfix.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/app.js?ver=4.19	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/appaaac.js	(from https://mlgfix.com/)
03:30:15	2356/2356	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2018%20Jun%202024%2012:22:26%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min04d4.js	(from https://mlgfix.com/)
03:30:16	88348/88348	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/ipad-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/ipad-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:16	85305/85305	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:51%20GMT	https://mlgfix.com/steam-deck-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/steam-deck-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:16	86949/86949	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/rog-ally-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/rog-ally-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:16	88568/88568	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/nintendo-switch-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/nintendo-switch-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:16	83523/83523	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/nintendo-ds-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/nintendo-ds-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:16	85365/85365	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/playstation-5-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/playstation-5-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:16	86405/86405	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/playstation-4-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/playstation-4-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:16	86439/86439	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/playstation-portable-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/playstation-portable-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:16	87248/87248	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/xbox-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/xbox-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
03:30:16	88798/88798	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/shop/	/Users/devicecare/Desktop/static-site/mlgfix.com/shop/index.html	(from https://mlgfix.com/)
03:30:16	64103/64103	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/contact/	/Users/devicecare/Desktop/static-site/mlgfix.com/contact/index.html	(from https://mlgfix.com/)
03:30:16	56701/56701	------	200	untouched ('')	image/avif	date:Fri,%2013%20Sep%202024%2006:39:49%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/iphone-repair.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/iphone-repair.avif	(from https://mlgfix.com/)
03:30:16	11797/11797	------	200	untouched ('')	image/avif	date:Fri,%2013%20Sep%202024%2006:06:01%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/14plus.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/14plus.avif	(from https://mlgfix.com/)
03:30:16	23727/23727	------	200	untouched ('')	image/avif	date:Thu,%2012%20Sep%202024%2018:37:26%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/watch-hermes.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/watch-hermes.avif	(from https://mlgfix.com/)
03:30:16	11887/11887	------	200	untouched ('')	image/avif	date:Tue,%2010%20Sep%202024%2003:53:35%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/xboxcon.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/xboxcon.avif	(from https://mlgfix.com/)
03:30:16	15567/15567	------	200	untouched ('')	image/avif	date:Tue,%2010%20Sep%202024%2003:12:17%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/xx1.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/xx1.avif	(from https://mlgfix.com/)
03:30:16	35665/35665	------	200	untouched ('')	image/avif	date:Sat,%2007%20Sep%202024%2021:19:34%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/oo.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/oo.avif	(from https://mlgfix.com/)
03:30:16	42988/42988	------	200	untouched ('')	image/avif	date:Sun,%2008%20Sep%202024%2018:20:24%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/nn.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/nn.avif	(from https://mlgfix.com/)
03:30:16	19298/19298	------	200	untouched ('')	image/avif	date:Tue,%2010%20Sep%202024%2002:10:34%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/Xbox.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/Xbox.avif	(from https://mlgfix.com/)
03:30:16	62445/62445	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:56:07%20GMT	https://mlgfix.com/terms-of-service/	/Users/devicecare/Desktop/static-site/mlgfix.com/terms-of-service/index.html	(from https://mlgfix.com/)
03:30:16	61937/61937	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:56:07%20GMT	https://mlgfix.com/privacy-policy/	/Users/devicecare/Desktop/static-site/mlgfix.com/privacy-policy/index.html	(from https://mlgfix.com/)
03:30:16	74071/74071	------	200	untouched ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:56:07%20GMT	https://mlgfix.com/sitemap/	/Users/devicecare/Desktop/static-site/mlgfix.com/sitemap/index.html	(from https://mlgfix.com/)
03:30:16	14944/14944	------	200	untouched ('')	image/gif	date:Sat,%2014%20Sep%202024%2011:37:20%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/Mlgfix-wlogo.gif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/Mlgfix-wlogo.gif	(from https://mlgfix.com/)
03:30:16	26053/26053	------	200	untouched ('OK')	text/css	date:Tue,%2017%20Dec%202024%2000:53:11%20GMT	https://mlgfix.com/wp-content/plugins/oxygen/component-framework/vendor/aos/aos.css?ver=6.7.2	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/oxygen/component-framework/vendor/aos/aosd1c0.css	(from https://mlgfix.com/)
03:30:16	15315/15315	------	200	untouched ('')	text/javascript	date:Tue,%2028%20May%202024%2009:28:20%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min04d4.js	(from https://mlgfix.com/)
03:30:16	14243/14243	------	200	untouched ('')	text/javascript	date:Tue,%2017%20Dec%202024%2000:53:11%20GMT	https://mlgfix.com/wp-content/plugins/oxygen/component-framework/vendor/aos/aos.js?ver=1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/oxygen/component-framework/vendor/aos/aos68b3.js	(from https://mlgfix.com/)
03:30:16	282472/282472	------	200	untouched ('')	font/ttf	date:Wed,%2004%20Sep%202024%2023:11:20%20GMT	http://mlgfix.com/wp-content/uploads/fonts/Nunito-Italic-VariableFont_wght.ttf	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/fonts/Nunito-Italic-VariableFont_wght.ttf	(from http://mlgfix.com/wp-content/uploads/fonts/ma-customfonts.css?ver=74a6c970)
03:30:16	277844/277844	------	200	untouched ('')	font/ttf	date:Wed,%2004%20Sep%202024%2023:11:20%20GMT	http://mlgfix.com/wp-content/uploads/fonts/Nunito-VariableFont_wght.ttf	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/fonts/Nunito-VariableFont_wght.ttf	(from http://mlgfix.com/wp-content/uploads/fonts/ma-customfonts.css?ver=74a6c970)
03:30:16	6488/6488	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2012:56:02%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff2	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff2	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.7.1)
03:30:17	8084/8084	------	200	untouched ('')	font/woff	date:Tue,%2026%20Mar%202024%2012:56:02%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.7.1)
03:30:17	14748/14748	------	200	untouched ('')	font/ttf	date:Tue,%2026%20Mar%202024%2012:56:02%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.7.1)
03:30:17	158/158	------	200	untouched ('OK')	image/svg+xml	date:Fri,%2015%20Mar%202019%2021:57:30%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.7.1)
03:30:17	547/547	------	200	untouched ('')	image/png	date:Wed,%2023%20May%202018%2014:30:10%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min.css?ver=9.7.1)
03:30:17	1554/1554	URF---	200	untouched ('OK%20(cached)')	image/svg+xml		https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.min.css?ver=9.7.1)
