date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:55:28	2279/2279	---M-Z	200	added ('OK')	text/css	date:Mon,%2023%20Sep%202024%2015:44:04%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/brands.css?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/css/brands04d4.css	(from https://mlgfix.com/)
02:55:29	87553/87553	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://mlgfix.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://mlgfix.com/)
02:55:30	9636/9636	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jul%202023%2018:53:36%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min4a91.js	(from https://mlgfix.com/)
02:55:31	4035/4035	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min04d4.js	(from https://mlgfix.com/)
02:55:32	1720/1720	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2013:59:46%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min73a9.js	(from https://mlgfix.com/)
02:55:33	3804/3804	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min04d4.js	(from https://mlgfix.com/)
02:55:34	2673/2673	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jul%202023%2018:53:36%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/zoom/jquery.zoom.min.js?ver=1.7.21-wc.9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/zoom/jquery.zoom.min0208.js	(from https://mlgfix.com/)
02:55:35	21555/21555	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/flexslider/jquery.flexslider.min.js?ver=2.7.2-wc.9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/flexslider/jquery.flexslider.mind207.js	(from https://mlgfix.com/)
02:55:36	31626/31626	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jul%202023%2018:53:36%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min.js?ver=4.1.1-wc.9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min9799.js	(from https://mlgfix.com/)
02:55:37	9749/9749	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.min.js?ver=4.1.1-wc.9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.min9799.js	(from https://mlgfix.com/)
02:55:38	9347/9347	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2021%20Jan%202025%2013:53:44%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min.js?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min04d4.js	(from https://mlgfix.com/)
02:55:40	9274/9274	---MCZ	200	added ('OK')	application/json	date:Mon,%2024%20Mar%202025%2002:55:39%20GMT	https://mlgfix.com/wp-json/wp/v2/pages/8	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-json/wp/v2/pages/8.json	(from https://mlgfix.com/)
02:55:41	775/775	---M-Z	200	added ('OK')	text/xml	date:Mon,%2024%20Mar%202025%2002:55:40%20GMT	https://mlgfix.com/xmlrpc.php?rsd	/Users/devicecare/Desktop/static-site/mlgfix.com/xmlrpc0db0.php	(from https://mlgfix.com/)
02:55:41	2442/2442	---M-Z	200	added ('OK')	application/json	date:Mon,%2024%20Mar%202025%2002:55:41%20GMT	https://mlgfix.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmlgfix.com%2F	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-json/oembed/1.0/embed5b30.json	(from https://mlgfix.com/)
02:55:42	1447467/-1	---M--	200	added ('OK')	application/json	date:Mon,%2024%20Mar%202025%2002:55:40%20GMT	https://mlgfix.com/wp-json/	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-json/index.html	(from https://mlgfix.com/)
02:55:42	2652/2652	UR-M-Z	200	added ('OK')	text/xml	date:Mon,%2024%20Mar%202025%2002:55:42%20GMT	https://mlgfix.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmlgfix.com%2F&format=xml	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-json/oembed/1.0/embed47af	(from https://mlgfix.com/)
02:55:43	14976/14976	URF---	200	added ('OK%20(cached)')	image/png		https://mlgfix.com/wp-content/uploads/2024/09/mlg-favicxon-150x150.png	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/mlg-favicxon-150x150.png	(from https://mlgfix.com/)
02:55:44	45675/45675	URF---	200	added ('OK%20(cached)')	image/png		https://mlgfix.com/wp-content/uploads/2024/09/mlg-favicxon-300x300.png	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/mlg-favicxon-300x300.png	(from https://mlgfix.com/)
02:55:45	8536/8536	---M-Z	200	added ('OK')	text/css	date:Sat,%2022%20Mar%202025%2009:21:32%20GMT	http://mlgfix.com/wp-content/uploads/oxygen/css/57.css?cache=1742635292&ver=6.7.2	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/oxygen/css/57f347.css	(from https://mlgfix.com/)
02:55:46	5177/5177	UR-M--	200	added ('Partial%20Content')	text/css	date:Mon,%2017%20Mar%202025%2015:48:38%20GMT	http://mlgfix.com/wp-content/uploads/oxygen/css/8.css?cache=1742226518&ver=6.7.2	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/oxygen/css/848c5.css	(from https://mlgfix.com/)
02:55:47	130737/130737	UR-M--	200	added ('Partial%20Content')	text/css	date:Sat,%2022%20Mar%202025%2009:21:32%20GMT	http://mlgfix.com/wp-content/uploads/oxygen/css/universal.css?cache=1742635292&ver=6.7.2	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/oxygen/css/universalf347.css	(from https://mlgfix.com/)
02:55:48	20545/20545	---M--	200	added ('OK')	image/avif	date:Sat,%2014%20Sep%202024%2010:33:40%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/MLG-Logo.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/MLG-Logo.avif	(from https://mlgfix.com/)
02:55:49	46404/46404	URF---	200	added ('OK%20(cached)')	application/avif		https://mlgfix.com/wp-content/uploads/2024/09/title.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/title.avif	(from https://mlgfix.com/)
02:55:50	56701/56701	---M--	200	added ('OK')	image/avif	date:Fri,%2013%20Sep%202024%2006:39:49%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/iphone-repair.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/iphone-repair.avif	(from https://mlgfix.com/)
02:55:53	85305/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:51%20GMT	https://mlgfix.com/steam-deck-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/steam-deck-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:53	11797/11797	---M--	200	added ('OK')	image/avif	date:Fri,%2013%20Sep%202024%2006:06:01%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/14plus.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/14plus.avif	(from https://mlgfix.com/)
02:55:54	93494/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:52%20GMT	https://mlgfix.com/apple-watch-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/apple-watch-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:54	88798/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/shop/	/Users/devicecare/Desktop/static-site/mlgfix.com/shop/index.html	(from https://mlgfix.com/)
02:55:54	85365/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/playstation-5-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/playstation-5-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:54	18154/18154	URF---	200	added ('OK%20(cached)')	application/avif		https://mlgfix.com/wp-content/uploads/2024/09/watch-2.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/watch-2.avif	(from https://mlgfix.com/)
02:55:54	86949/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/rog-ally-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/rog-ally-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:54	83523/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/nintendo-ds-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/nintendo-ds-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:54	86405/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/playstation-4-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/playstation-4-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:54	91578/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/iphone-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/iphone-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:54	86439/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/playstation-portable-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/playstation-portable-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:54	90378/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/macbook-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/macbook-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:54	88568/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/nintendo-switch-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/nintendo-switch-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:54	88348/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/ipad-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/ipad-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:55	87248/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/xbox-repair-services-in-dubai/	/Users/devicecare/Desktop/static-site/mlgfix.com/xbox-repair-services-in-dubai/index.html	(from https://mlgfix.com/)
02:55:55	64103/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:55:53%20GMT	https://mlgfix.com/contact/	/Users/devicecare/Desktop/static-site/mlgfix.com/contact/index.html	(from https://mlgfix.com/)
02:55:55	23727/23727	---M--	200	added ('OK')	image/avif	date:Thu,%2012%20Sep%202024%2018:37:26%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/watch-hermes.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/watch-hermes.avif	(from https://mlgfix.com/)
02:55:56	6385/6385	URF---	200	added ('OK%20(cached)')	application/avif		https://mlgfix.com/wp-content/uploads/2024/09/3dsx.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/3dsx.avif	(from https://mlgfix.com/)
02:55:57	11887/11887	---M--	200	added ('OK')	image/avif	date:Tue,%2010%20Sep%202024%2003:53:35%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/xboxcon.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/xboxcon.avif	(from https://mlgfix.com/)
02:55:58	8215/8215	URF---	200	added ('OK%20(cached)')	application/avif		https://mlgfix.com/wp-content/uploads/2024/09/pspor.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/pspor.avif	(from https://mlgfix.com/)
02:55:59	15567/15567	---M--	200	added ('OK')	image/avif	date:Tue,%2010%20Sep%202024%2003:12:17%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/xx1.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/xx1.avif	(from https://mlgfix.com/)
02:56:00	25041/25041	URF---	200	added ('OK%20(cached)')	application/avif		https://mlgfix.com/wp-content/uploads/2024/09/slim.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/slim.avif	(from https://mlgfix.com/)
02:56:01	35665/35665	---M--	200	added ('OK')	image/avif	date:Sat,%2007%20Sep%202024%2021:19:34%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/oo.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/oo.avif	(from https://mlgfix.com/)
02:56:02	41314/41314	URF---	200	added ('OK%20(cached)')	application/avif		https://mlgfix.com/wp-content/uploads/2024/09/sd.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/sd.avif	(from https://mlgfix.com/)
02:56:03	42988/42988	---M--	200	added ('OK')	image/avif	date:Sun,%2008%20Sep%202024%2018:20:24%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/nn.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/nn.avif	(from https://mlgfix.com/)
02:56:04	11517/11517	URF---	200	added ('OK%20(cached)')	application/avif		https://mlgfix.com/wp-content/uploads/2024/09/ps4.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/ps4.avif	(from https://mlgfix.com/)
02:56:05	19298/19298	---M--	200	added ('OK')	image/avif	date:Tue,%2010%20Sep%202024%2002:10:34%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/Xbox.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/Xbox.avif	(from https://mlgfix.com/)
02:56:06	64981/64981	URF---	200	added ('OK%20(cached)')	application/avif		https://mlgfix.com/wp-content/uploads/2024/09/rg.avif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/rg.avif	(from https://mlgfix.com/)
02:56:07	415504/415504	URF---	200	added ('OK%20(cached)')	application/-The-banner-should-feature-		https://mlgfix.com/wp-content/uploads/2024/08/DALL%c2%b7E-2024-08-29-21.01.26-A-sleek-and-modern-design-for-a-homepage-banner-of-a-tech-repair-service-company-MLG-Fix-based-in-the-UAE.-The-banner-should-feature-a-clean-layout-.webp	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/08/DALL%c2%b7E-2024-08-29-21.01.26-A-sleek-and-modern-design-for-a-homepage-banner-of-a-tech-repair-service-company-MLG-Fix-based-in-the-UAE.-The-banner-should-feature-	(from https://mlgfix.com/)
02:56:07	14944/14944	---M--	200	added ('OK')	image/gif	date:Sat,%2014%20Sep%202024%2011:37:20%20GMT	https://mlgfix.com/wp-content/uploads/2024/09/Mlgfix-wlogo.gif	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/2024/09/Mlgfix-wlogo.gif	(from https://mlgfix.com/)
02:56:08	62445/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:56:07%20GMT	https://mlgfix.com/terms-of-service/	/Users/devicecare/Desktop/static-site/mlgfix.com/terms-of-service/index.html	(from https://mlgfix.com/)
02:56:08	61937/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:56:07%20GMT	https://mlgfix.com/privacy-policy/	/Users/devicecare/Desktop/static-site/mlgfix.com/privacy-policy/index.html	(from https://mlgfix.com/)
02:56:08	74071/-1	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2002:56:07%20GMT	https://mlgfix.com/sitemap/	/Users/devicecare/Desktop/static-site/mlgfix.com/sitemap/index.html	(from https://mlgfix.com/)
02:56:08	12942/12942	URF---	200	added ('OK%20(cached)')	text/css		https://mlgfix.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks2656.css	(from https://mlgfix.com/)
02:56:09	26053/26053	---M-Z	200	added ('OK')	text/css	date:Tue,%2017%20Dec%202024%2000:53:11%20GMT	https://mlgfix.com/wp-content/plugins/oxygen/component-framework/vendor/aos/aos.css?ver=6.7.2	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/oxygen/component-framework/vendor/aos/aosd1c0.css	(from https://mlgfix.com/)
02:56:10	9523/9523	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://mlgfix.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/app.js?ver=4.19	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/appaaac.js	(from https://mlgfix.com/)
02:56:11	15315/15315	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2028%20May%202024%2009:28:20%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min04d4.js	(from https://mlgfix.com/)
02:56:12	2356/2356	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=9.7.1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min04d4.js	(from https://mlgfix.com/)
02:56:13	14243/14243	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2017%20Dec%202024%2000:53:11%20GMT	https://mlgfix.com/wp-content/plugins/oxygen/component-framework/vendor/aos/aos.js?ver=1	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/oxygen/component-framework/vendor/aos/aos68b3.js	(from https://mlgfix.com/)
02:56:31	6488/6488	URF---	200	added ('OK%20(cached)')	application/woff2		https://mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff2	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff2	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.7.1)
02:56:39	8084/8084	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2012:56:02%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.7.1)
02:56:45	14748/14748	---M--	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2012:56:02%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.7.1)
02:56:55	282472/282472	---M--	200	added ('OK')	font/ttf	date:Wed,%2004%20Sep%202024%2023:11:20%20GMT	http://mlgfix.com/wp-content/uploads/fonts/Nunito-Italic-VariableFont_wght.ttf	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/fonts/Nunito-Italic-VariableFont_wght.ttf	(from http://mlgfix.com/wp-content/uploads/fonts/ma-customfonts.css?ver=74a6c970)
02:56:55	158/158	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Mar%202019%2021:57:30%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.7.1)
02:56:57	277844/277844	---M--	200	added ('OK')	font/ttf	date:Wed,%2004%20Sep%202024%2023:11:20%20GMT	http://mlgfix.com/wp-content/uploads/fonts/Nunito-VariableFont_wght.ttf	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/uploads/fonts/Nunito-VariableFont_wght.ttf	(from http://mlgfix.com/wp-content/uploads/fonts/ma-customfonts.css?ver=74a6c970)
02:56:57	547/547	---M--	200	added ('OK')	image/png	date:Wed,%2023%20May%202018%2014:30:10%20GMT	https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	(from https://mlgfix.com/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min.css?ver=9.7.1)
02:56:59	168/168	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2025%20Jul%202024%2014:21:56%20GMT	http://mlgfix.com/wp-content/plugins/oxygen-woocommerce/elements/assets/chevron-down.svg	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/oxygen-woocommerce/elements/assets/chevron-down.svg	(from http://mlgfix.com/wp-content/uploads/oxygen/css/universal.css?cache=1742635292&ver=6.7.2)
02:57:01	169/169	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2025%20Jul%202024%2014:21:56%20GMT	http://mlgfix.com/wp-content/plugins/oxygen-woocommerce/elements/assets/chevron-up.svg	/Users/devicecare/Desktop/static-site/mlgfix.com/wp-content/plugins/oxygen-woocommerce/elements/assets/chevron-up.svg	(from http://mlgfix.com/wp-content/uploads/oxygen/css/universal.css?cache=1742635292&ver=6.7.2)
